class,top_left_x,top_left_y,w,h,img_size_x,img_size_y,name,date,takes,path
triton,459,350,90,211,1920,1080,2017-03-14T04:26:27.jpg,2017-03-14 04:26:27,299,camera_05_unnested/2017-03-14T04:26:27.jpg
triton,462,358,82,200,1920,1080,2017-03-14T04:26:28.jpg,2017-03-14 04:26:28,299,camera_05_unnested/2017-03-14T04:26:28.jpg
triton,450,347,87,206,1920,1080,2017-03-14T04:26:29.jpg,2017-03-14 04:26:29,299,camera_05_unnested/2017-03-14T04:26:29.jpg
feuille,1251,356,88,142,1920,1080,2017-04-05T10:38:53.jpg,2017-04-05 10:38:53,4159,camera_11_unnested/2017-04-05T10:38:53.jpg
feuille,1531,378,68,48,1920,1080,2017-04-05T10:38:53.jpg,2017-04-05 10:38:53,4159,camera_11_unnested/2017-04-05T10:38:53.jpg
feuille,1668,412,91,108,1920,1080,2017-04-05T10:38:53.jpg,2017-04-05 10:38:53,4159,camera_11_unnested/2017-04-05T10:38:53.jpg
feuille,1029,290,71,51,1920,1080,2017-04-05T10:38:53.jpg,2017-04-05 10:38:53,4159,camera_11_unnested/2017-04-05T10:38:53.jpg
feuille,1248,367,88,122,1920,1080,2017-04-05T10:38:54.jpg,2017-04-05 10:38:54,4159,camera_11_unnested/2017-04-05T10:38:54.jpg
feuille,1529,370,60,54,1920,1080,2017-04-05T10:38:54.jpg,2017-04-05 10:38:54,4159,camera_11_unnested/2017-04-05T10:38:54.jpg
feuille,1665,421,91,96,1920,1080,2017-04-05T10:38:54.jpg,2017-04-05 10:38:54,4159,camera_11_unnested/2017-04-05T10:38:54.jpg
feuille,1027,293,82,51,1920,1080,2017-04-05T10:38:54.jpg,2017-04-05 10:38:54,4159,camera_11_unnested/2017-04-05T10:38:54.jpg
feuille,1024,290,77,45,1920,1080,2017-04-05T10:38:55.jpg,2017-04-05 10:38:55,4159,camera_11_unnested/2017-04-05T10:38:55.jpg
feuille,1251,353,82,150,1920,1080,2017-04-05T10:38:55.jpg,2017-04-05 10:38:55,4159,camera_11_unnested/2017-04-05T10:38:55.jpg
feuille,1517,376,74,51,1920,1080,2017-04-05T10:38:55.jpg,2017-04-05 10:38:55,4159,camera_11_unnested/2017-04-05T10:38:55.jpg
feuille,1662,410,99,108,1920,1080,2017-04-05T10:38:55.jpg,2017-04-05 10:38:55,4159,camera_11_unnested/2017-04-05T10:38:55.jpg
feuille,1018,285,88,54,1920,1080,2017-04-05T10:38:56.jpg,2017-04-05 10:38:56,4159,camera_11_unnested/2017-04-05T10:38:56.jpg
feuille,1254,358,82,136,1920,1080,2017-04-05T10:38:56.jpg,2017-04-05 10:38:56,4159,camera_11_unnested/2017-04-05T10:38:56.jpg
feuille,1523,373,85,54,1920,1080,2017-04-05T10:38:56.jpg,2017-04-05 10:38:56,4159,camera_11_unnested/2017-04-05T10:38:56.jpg
feuille,1668,415,88,99,1920,1080,2017-04-05T10:38:56.jpg,2017-04-05 10:38:56,4159,camera_11_unnested/2017-04-05T10:38:56.jpg
feuille,1018,288,88,54,1920,1080,2017-04-05T10:38:57.jpg,2017-04-05 10:38:57,4159,camera_11_unnested/2017-04-05T10:38:57.jpg
feuille,1251,353,82,142,1920,1080,2017-04-05T10:38:57.jpg,2017-04-05 10:38:57,4159,camera_11_unnested/2017-04-05T10:38:57.jpg
feuille,1526,373,77,51,1920,1080,2017-04-05T10:38:57.jpg,2017-04-05 10:38:57,4159,camera_11_unnested/2017-04-05T10:38:57.jpg
feuille,1668,421,94,96,1920,1080,2017-04-05T10:38:57.jpg,2017-04-05 10:38:57,4159,camera_11_unnested/2017-04-05T10:38:57.jpg
feuille,1012,296,96,43,1920,1080,2017-04-05T10:39:36.jpg,2017-04-05 10:39:36,4160,camera_11_unnested/2017-04-05T10:39:36.jpg
feuille,1265,361,77,150,1920,1080,2017-04-05T10:39:36.jpg,2017-04-05 10:39:36,4160,camera_11_unnested/2017-04-05T10:39:36.jpg
feuille,1526,376,68,43,1920,1080,2017-04-05T10:39:36.jpg,2017-04-05 10:39:36,4160,camera_11_unnested/2017-04-05T10:39:36.jpg
feuille,1662,418,96,102,1920,1080,2017-04-05T10:39:36.jpg,2017-04-05 10:39:36,4160,camera_11_unnested/2017-04-05T10:39:36.jpg
feuille,1024,293,82,51,1920,1080,2017-04-05T10:39:37.jpg,2017-04-05 10:39:37,4160,camera_11_unnested/2017-04-05T10:39:37.jpg
feuille,1259,358,85,145,1920,1080,2017-04-05T10:39:37.jpg,2017-04-05 10:39:37,4160,camera_11_unnested/2017-04-05T10:39:37.jpg
feuille,1537,367,60,60,1920,1080,2017-04-05T10:39:37.jpg,2017-04-05 10:39:37,4160,camera_11_unnested/2017-04-05T10:39:37.jpg
feuille,1673,421,85,102,1920,1080,2017-04-05T10:39:37.jpg,2017-04-05 10:39:37,4160,camera_11_unnested/2017-04-05T10:39:37.jpg
feuille,1024,290,77,51,1920,1080,2017-04-05T10:39:38.jpg,2017-04-05 10:39:38,4160,camera_11_unnested/2017-04-05T10:39:38.jpg
feuille,1259,376,82,133,1920,1080,2017-04-05T10:39:38.jpg,2017-04-05 10:39:38,4160,camera_11_unnested/2017-04-05T10:39:38.jpg
feuille,1534,370,62,57,1920,1080,2017-04-05T10:39:38.jpg,2017-04-05 10:39:38,4160,camera_11_unnested/2017-04-05T10:39:38.jpg
feuille,1668,412,91,102,1920,1080,2017-04-05T10:39:38.jpg,2017-04-05 10:39:38,4160,camera_11_unnested/2017-04-05T10:39:38.jpg
feuille,1018,290,85,51,1920,1080,2017-04-05T10:39:39.jpg,2017-04-05 10:39:39,4160,camera_11_unnested/2017-04-05T10:39:39.jpg
feuille,1262,358,79,147,1920,1080,2017-04-05T10:39:39.jpg,2017-04-05 10:39:39,4160,camera_11_unnested/2017-04-05T10:39:39.jpg
feuille,1540,373,60,48,1920,1080,2017-04-05T10:39:39.jpg,2017-04-05 10:39:39,4160,camera_11_unnested/2017-04-05T10:39:39.jpg
feuille,1665,412,91,111,1920,1080,2017-04-05T10:39:39.jpg,2017-04-05 10:39:39,4160,camera_11_unnested/2017-04-05T10:39:39.jpg
feuille,1024,293,68,45,1920,1080,2017-04-05T10:41:01.jpg,2017-04-05 10:41:01,4161,camera_11_unnested/2017-04-05T10:41:01.jpg
feuille,1251,367,88,142,1920,1080,2017-04-05T10:41:01.jpg,2017-04-05 10:41:01,4161,camera_11_unnested/2017-04-05T10:41:01.jpg
feuille,1531,370,65,57,1920,1080,2017-04-05T10:41:01.jpg,2017-04-05 10:41:01,4161,camera_11_unnested/2017-04-05T10:41:01.jpg
feuille,1670,421,91,96,1920,1080,2017-04-05T10:41:01.jpg,2017-04-05 10:41:01,4161,camera_11_unnested/2017-04-05T10:41:01.jpg
feuille,1251,370,91,130,1920,1080,2017-04-05T10:41:02.jpg,2017-04-05 10:41:02,4161,camera_11_unnested/2017-04-05T10:41:02.jpg
feuille,1540,361,57,65,1920,1080,2017-04-05T10:41:02.jpg,2017-04-05 10:41:02,4161,camera_11_unnested/2017-04-05T10:41:02.jpg
feuille,1662,418,96,108,1920,1080,2017-04-05T10:41:02.jpg,2017-04-05 10:41:02,4161,camera_11_unnested/2017-04-05T10:41:02.jpg
feuille,1018,290,82,43,1920,1080,2017-04-05T10:41:02.jpg,2017-04-05 10:41:02,4161,camera_11_unnested/2017-04-05T10:41:02.jpg
feuille,1012,290,96,51,1920,1080,2017-04-05T10:41:03.jpg,2017-04-05 10:41:03,4161,camera_11_unnested/2017-04-05T10:41:03.jpg
feuille,1254,370,82,142,1920,1080,2017-04-05T10:41:03.jpg,2017-04-05 10:41:03,4161,camera_11_unnested/2017-04-05T10:41:03.jpg
feuille,1531,376,71,45,1920,1080,2017-04-05T10:41:03.jpg,2017-04-05 10:41:03,4161,camera_11_unnested/2017-04-05T10:41:03.jpg
feuille,1662,412,91,99,1920,1080,2017-04-05T10:41:03.jpg,2017-04-05 10:41:03,4161,camera_11_unnested/2017-04-05T10:41:03.jpg
feuille,1018,288,99,57,1920,1080,2017-04-05T10:41:04.jpg,2017-04-05 10:41:04,4161,camera_11_unnested/2017-04-05T10:41:04.jpg
feuille,1251,364,88,142,1920,1080,2017-04-05T10:41:04.jpg,2017-04-05 10:41:04,4161,camera_11_unnested/2017-04-05T10:41:04.jpg
feuille,1520,370,74,54,1920,1080,2017-04-05T10:41:04.jpg,2017-04-05 10:41:04,4161,camera_11_unnested/2017-04-05T10:41:04.jpg
feuille,1670,418,91,105,1920,1080,2017-04-05T10:41:04.jpg,2017-04-05 10:41:04,4161,camera_11_unnested/2017-04-05T10:41:04.jpg
feuille,1029,288,71,62,1920,1080,2017-04-05T10:43:27.jpg,2017-04-05 10:43:27,4162,camera_11_unnested/2017-04-05T10:43:27.jpg
feuille,1537,361,74,68,1920,1080,2017-04-05T10:43:27.jpg,2017-04-05 10:43:27,4162,camera_11_unnested/2017-04-05T10:43:27.jpg
feuille,1668,415,88,102,1920,1080,2017-04-05T10:43:27.jpg,2017-04-05 10:43:27,4162,camera_11_unnested/2017-04-05T10:43:27.jpg
feuille,1018,302,88,43,1920,1080,2017-04-05T10:43:28.jpg,2017-04-05 10:43:28,4162,camera_11_unnested/2017-04-05T10:43:28.jpg
feuille,1534,376,65,54,1920,1080,2017-04-05T10:43:28.jpg,2017-04-05 10:43:28,4162,camera_11_unnested/2017-04-05T10:43:28.jpg
feuille,1668,415,94,108,1920,1080,2017-04-05T10:43:28.jpg,2017-04-05 10:43:28,4162,camera_11_unnested/2017-04-05T10:43:28.jpg
feuille,1010,290,105,54,1920,1080,2017-04-05T10:43:29.jpg,2017-04-05 10:43:29,4162,camera_11_unnested/2017-04-05T10:43:29.jpg
feuille,1517,373,85,60,1920,1080,2017-04-05T10:43:29.jpg,2017-04-05 10:43:29,4162,camera_11_unnested/2017-04-05T10:43:29.jpg
feuille,1673,421,79,96,1920,1080,2017-04-05T10:43:29.jpg,2017-04-05 10:43:29,4162,camera_11_unnested/2017-04-05T10:43:29.jpg
feuille,1024,288,74,60,1920,1080,2017-04-05T10:43:30.jpg,2017-04-05 10:43:30,4162,camera_11_unnested/2017-04-05T10:43:30.jpg
feuille,1531,367,65,65,1920,1080,2017-04-05T10:43:30.jpg,2017-04-05 10:43:30,4162,camera_11_unnested/2017-04-05T10:43:30.jpg
feuille,1668,421,91,111,1920,1080,2017-04-05T10:43:30.jpg,2017-04-05 10:43:30,4162,camera_11_unnested/2017-04-05T10:43:30.jpg
feuille,1529,370,68,62,1920,1080,2017-04-05T10:44:39.jpg,2017-04-05 10:44:39,4163,camera_11_unnested/2017-04-05T10:44:39.jpg
feuille,1676,427,82,96,1920,1080,2017-04-05T10:44:39.jpg,2017-04-05 10:44:39,4163,camera_11_unnested/2017-04-05T10:44:39.jpg
feuille,1531,367,65,71,1920,1080,2017-04-05T10:44:40.jpg,2017-04-05 10:44:40,4163,camera_11_unnested/2017-04-05T10:44:40.jpg
feuille,1673,418,79,105,1920,1080,2017-04-05T10:44:40.jpg,2017-04-05 10:44:40,4163,camera_11_unnested/2017-04-05T10:44:40.jpg
feuille,1529,378,68,54,1920,1080,2017-04-05T10:44:41.jpg,2017-04-05 10:44:41,4163,camera_11_unnested/2017-04-05T10:44:41.jpg
feuille,1673,418,85,102,1920,1080,2017-04-05T10:44:41.jpg,2017-04-05 10:44:41,4163,camera_11_unnested/2017-04-05T10:44:41.jpg
feuille,1534,370,62,60,1920,1080,2017-04-05T10:44:42.jpg,2017-04-05 10:44:42,4163,camera_11_unnested/2017-04-05T10:44:42.jpg
feuille,1665,418,85,102,1920,1080,2017-04-05T10:44:42.jpg,2017-04-05 10:44:42,4163,camera_11_unnested/2017-04-05T10:44:42.jpg
feuille,899,276,74,60,1920,1080,2017-04-05T10:44:42.jpg,2017-04-05 10:44:42,4163,camera_11_unnested/2017-04-05T10:44:42.jpg
feuille,1531,376,68,54,1920,1080,2017-04-05T10:44:43.jpg,2017-04-05 10:44:43,4163,camera_11_unnested/2017-04-05T10:44:43.jpg
feuille,1673,421,88,108,1920,1080,2017-04-05T10:44:43.jpg,2017-04-05 10:44:43,4163,camera_11_unnested/2017-04-05T10:44:43.jpg
feuille,893,268,74,71,1920,1080,2017-04-05T10:44:43.jpg,2017-04-05 10:44:43,4163,camera_11_unnested/2017-04-05T10:44:43.jpg
feuille,1478,480,79,57,1920,1080,2017-04-05T10:44:43.jpg,2017-04-05 10:44:43,4163,camera_11_unnested/2017-04-05T10:44:43.jpg
feuille,1665,415,91,116,1920,1080,2017-04-05T10:44:43.jpg,2017-04-05 10:44:43,4163,camera_11_unnested/2017-04-05T10:44:43.jpg
feuille,1072,282,102,94,1920,1080,2017-04-05T10:44:43.jpg,2017-04-05 10:44:43,4163,camera_11_unnested/2017-04-05T10:44:43.jpg
feuille,927,276,74,60,1920,1080,2017-04-05T10:44:43.jpg,2017-04-05 10:44:43,4163,camera_11_unnested/2017-04-05T10:44:43.jpg
feuille,1064,279,99,96,1920,1080,2017-04-05T10:54:44.jpg,2017-04-05 10:54:44,4164,camera_11_unnested/2017-04-05T10:54:44.jpg
feuille,1466,486,79,68,1920,1080,2017-04-05T10:54:44.jpg,2017-04-05 10:54:44,4164,camera_11_unnested/2017-04-05T10:54:44.jpg
feuille,1656,410,96,122,1920,1080,2017-04-05T10:54:44.jpg,2017-04-05 10:54:44,4164,camera_11_unnested/2017-04-05T10:54:44.jpg
feuille,927,279,65,68,1920,1080,2017-04-05T10:54:44.jpg,2017-04-05 10:54:44,4164,camera_11_unnested/2017-04-05T10:54:44.jpg
feuille,1058,285,113,91,1920,1080,2017-04-05T10:54:45.jpg,2017-04-05 10:54:45,4164,camera_11_unnested/2017-04-05T10:54:45.jpg
feuille,1463,483,85,68,1920,1080,2017-04-05T10:54:45.jpg,2017-04-05 10:54:45,4164,camera_11_unnested/2017-04-05T10:54:45.jpg
feuille,1662,421,94,116,1920,1080,2017-04-05T10:54:45.jpg,2017-04-05 10:54:45,4164,camera_11_unnested/2017-04-05T10:54:45.jpg
feuille,1064,279,102,94,1920,1080,2017-04-05T10:54:46.jpg,2017-04-05 10:54:46,4164,camera_11_unnested/2017-04-05T10:54:46.jpg
feuille,1458,475,88,74,1920,1080,2017-04-05T10:54:46.jpg,2017-04-05 10:54:46,4164,camera_11_unnested/2017-04-05T10:54:46.jpg
feuille,1668,418,91,111,1920,1080,2017-04-05T10:54:46.jpg,2017-04-05 10:54:46,4164,camera_11_unnested/2017-04-05T10:54:46.jpg
feuille,1061,276,102,99,1920,1080,2017-04-05T10:54:47.jpg,2017-04-05 10:54:47,4164,camera_11_unnested/2017-04-05T10:54:47.jpg
feuille,1458,480,94,71,1920,1080,2017-04-05T10:54:47.jpg,2017-04-05 10:54:47,4164,camera_11_unnested/2017-04-05T10:54:47.jpg
feuille,1673,421,79,105,1920,1080,2017-04-05T10:54:47.jpg,2017-04-05 10:54:47,4164,camera_11_unnested/2017-04-05T10:54:47.jpg
feuille,1061,279,102,99,1920,1080,2017-04-05T10:55:54.jpg,2017-04-05 10:55:54,4165,camera_11_unnested/2017-04-05T10:55:54.jpg
feuille,1461,483,88,65,1920,1080,2017-04-05T10:55:54.jpg,2017-04-05 10:55:54,4165,camera_11_unnested/2017-04-05T10:55:54.jpg
feuille,1670,418,91,102,1920,1080,2017-04-05T10:55:54.jpg,2017-04-05 10:55:54,4165,camera_11_unnested/2017-04-05T10:55:54.jpg
feuille,1064,279,99,94,1920,1080,2017-04-05T10:55:55.jpg,2017-04-05 10:55:55,4165,camera_11_unnested/2017-04-05T10:55:55.jpg
feuille,1668,421,94,102,1920,1080,2017-04-05T10:55:55.jpg,2017-04-05 10:55:55,4165,camera_11_unnested/2017-04-05T10:55:55.jpg
feuille,1670,554,48,60,1920,1080,2017-04-05T10:55:55.jpg,2017-04-05 10:55:55,4165,camera_11_unnested/2017-04-05T10:55:55.jpg
feuille,1064,271,116,119,1920,1080,2017-04-05T10:55:56.jpg,2017-04-05 10:55:56,4165,camera_11_unnested/2017-04-05T10:55:56.jpg
feuille,1670,421,96,105,1920,1080,2017-04-05T10:55:56.jpg,2017-04-05 10:55:56,4165,camera_11_unnested/2017-04-05T10:55:56.jpg
feuille,1061,282,102,96,1920,1080,2017-04-05T10:55:57.jpg,2017-04-05 10:55:57,4165,camera_11_unnested/2017-04-05T10:55:57.jpg
feuille,1373,560,102,91,1920,1080,2017-04-05T10:55:57.jpg,2017-04-05 10:55:57,4165,camera_11_unnested/2017-04-05T10:55:57.jpg
feuille,1673,421,82,108,1920,1080,2017-04-05T10:55:57.jpg,2017-04-05 10:55:57,4165,camera_11_unnested/2017-04-05T10:55:57.jpg
feuille,1061,273,102,108,1920,1080,2017-04-05T10:55:58.jpg,2017-04-05 10:55:58,4165,camera_11_unnested/2017-04-05T10:55:58.jpg
feuille,1662,427,96,91,1920,1080,2017-04-05T10:55:58.jpg,2017-04-05 10:55:58,4165,camera_11_unnested/2017-04-05T10:55:58.jpg
feuille,1052,271,116,113,1920,1080,2017-04-05T10:55:59.jpg,2017-04-05 10:55:59,4165,camera_11_unnested/2017-04-05T10:55:59.jpg
feuille,1668,424,88,96,1920,1080,2017-04-05T10:55:59.jpg,2017-04-05 10:55:59,4165,camera_11_unnested/2017-04-05T10:55:59.jpg
feuille,1058,282,102,91,1920,1080,2017-04-05T10:59:22.jpg,2017-04-05 10:59:22,4166,camera_11_unnested/2017-04-05T10:59:22.jpg
feuille,1662,412,79,71,1920,1080,2017-04-05T10:59:22.jpg,2017-04-05 10:59:22,4166,camera_11_unnested/2017-04-05T10:59:22.jpg
feuille,1670,512,79,96,1920,1080,2017-04-05T10:59:22.jpg,2017-04-05 10:59:22,4166,camera_11_unnested/2017-04-05T10:59:22.jpg
feuille,1753,347,94,102,1920,1080,2017-04-05T10:59:22.jpg,2017-04-05 10:59:22,4166,camera_11_unnested/2017-04-05T10:59:22.jpg
feuille,1154,427,96,71,1920,1080,2017-04-05T10:59:22.jpg,2017-04-05 10:59:22,4166,camera_11_unnested/2017-04-05T10:59:22.jpg
feuille,1188,293,85,91,1920,1080,2017-04-05T10:59:22.jpg,2017-04-05 10:59:22,4166,camera_11_unnested/2017-04-05T10:59:22.jpg
feuille,939,279,60,62,1920,1080,2017-04-05T10:59:22.jpg,2017-04-05 10:59:22,4166,camera_11_unnested/2017-04-05T10:59:22.jpg
feuille,1055,273,108,96,1920,1080,2017-04-05T10:59:23.jpg,2017-04-05 10:59:23,4166,camera_11_unnested/2017-04-05T10:59:23.jpg
feuille,1577,302,91,82,1920,1080,2017-04-05T10:59:23.jpg,2017-04-05 10:59:23,4166,camera_11_unnested/2017-04-05T10:59:23.jpg
feuille,1656,429,94,74,1920,1080,2017-04-05T10:59:23.jpg,2017-04-05 10:59:23,4166,camera_11_unnested/2017-04-05T10:59:23.jpg
feuille,1750,330,85,111,1920,1080,2017-04-05T10:59:23.jpg,2017-04-05 10:59:23,4166,camera_11_unnested/2017-04-05T10:59:23.jpg
feuille,1049,276,111,99,1920,1080,2017-04-05T10:59:24.jpg,2017-04-05 10:59:24,4166,camera_11_unnested/2017-04-05T10:59:24.jpg
feuille,1588,302,74,91,1920,1080,2017-04-05T10:59:24.jpg,2017-04-05 10:59:24,4166,camera_11_unnested/2017-04-05T10:59:24.jpg
feuille,1653,410,99,99,1920,1080,2017-04-05T10:59:24.jpg,2017-04-05 10:59:24,4166,camera_11_unnested/2017-04-05T10:59:24.jpg
feuille,1747,341,96,105,1920,1080,2017-04-05T10:59:24.jpg,2017-04-05 10:59:24,4166,camera_11_unnested/2017-04-05T10:59:24.jpg
feuille,1052,288,119,85,1920,1080,2017-04-05T10:59:25.jpg,2017-04-05 10:59:25,4166,camera_11_unnested/2017-04-05T10:59:25.jpg
feuille,1583,282,88,105,1920,1080,2017-04-05T10:59:25.jpg,2017-04-05 10:59:25,4166,camera_11_unnested/2017-04-05T10:59:25.jpg
feuille,1756,344,91,108,1920,1080,2017-04-05T10:59:25.jpg,2017-04-05 10:59:25,4166,camera_11_unnested/2017-04-05T10:59:25.jpg
feuille,1648,421,116,91,1920,1080,2017-04-05T10:59:25.jpg,2017-04-05 10:59:25,4166,camera_11_unnested/2017-04-05T10:59:25.jpg
feuille,1044,285,122,88,1920,1080,2017-04-05T10:59:26.jpg,2017-04-05 10:59:26,4166,camera_11_unnested/2017-04-05T10:59:26.jpg
feuille,1574,296,94,91,1920,1080,2017-04-05T10:59:26.jpg,2017-04-05 10:59:26,4166,camera_11_unnested/2017-04-05T10:59:26.jpg
feuille,1648,418,99,91,1920,1080,2017-04-05T10:59:26.jpg,2017-04-05 10:59:26,4166,camera_11_unnested/2017-04-05T10:59:26.jpg
feuille,1744,336,122,111,1920,1080,2017-04-05T10:59:26.jpg,2017-04-05 10:59:26,4166,camera_11_unnested/2017-04-05T10:59:26.jpg
insect,571,416,39,25,1920,1080,2017-04-13T19:48:19.jpg,2017-04-13 19:48:19,5965,camera_11_unnested/2017-04-13T19:48:19.jpg
insect,566,346,31,31,1920,1080,2017-04-13T19:48:20.jpg,2017-04-13 19:48:20,5965,camera_11_unnested/2017-04-13T19:48:20.jpg
insect,571,298,37,34,1920,1080,2017-04-13T19:48:21.jpg,2017-04-13 19:48:21,5965,camera_11_unnested/2017-04-13T19:48:21.jpg
insect,1061,593,39,45,1920,1080,2017-04-13T19:48:21.jpg,2017-04-13 19:48:21,5965,camera_11_unnested/2017-04-13T19:48:21.jpg
insect,563,315,31,11,1920,1080,2017-04-13T19:48:22.jpg,2017-04-13 19:48:22,5965,camera_11_unnested/2017-04-13T19:48:22.jpg
insect,1073,591,37,28,1920,1080,2017-04-13T19:48:22.jpg,2017-04-13 19:48:22,5965,camera_11_unnested/2017-04-13T19:48:22.jpg
insect,566,306,37,39,1920,1080,2017-04-13T19:48:23.jpg,2017-04-13 19:48:23,5965,camera_11_unnested/2017-04-13T19:48:23.jpg
insect,1078,577,56,39,1920,1080,2017-04-13T19:48:23.jpg,2017-04-13 19:48:23,5965,camera_11_unnested/2017-04-13T19:48:23.jpg
grenouille,1585,368,160,236,1920,1080,2017-03-15T05:50:00.jpg,2017-03-15 05:50:00,1078,camera_06_unnested/2017-03-15T05:50:00.jpg
grenouille,1613,349,113,183,1920,1080,2017-03-15T05:50:01.jpg,2017-03-15 05:50:01,1078,camera_06_unnested/2017-03-15T05:50:01.jpg
grenouille,1596,323,130,189,1920,1080,2017-03-15T05:50:02.jpg,2017-03-15 05:50:02,1078,camera_06_unnested/2017-03-15T05:50:02.jpg
grenouille,403,318,1191,200,1920,1080,2017-03-15T05:50:03.jpg,2017-03-15 05:50:03,1078,camera_06_unnested/2017-03-15T05:50:03.jpg
grenouille,1613,318,124,158,1920,1080,2017-03-15T05:50:04.jpg,2017-03-15 05:50:04,1078,camera_06_unnested/2017-03-15T05:50:04.jpg
grenouille,1608,315,141,132,1920,1080,2017-03-15T05:50:05.jpg,2017-03-15 05:50:05,1078,camera_06_unnested/2017-03-15T05:50:05.jpg
grenouille,1613,312,127,138,1920,1080,2017-03-15T05:50:06.jpg,2017-03-15 05:50:06,1078,camera_06_unnested/2017-03-15T05:50:06.jpg
grenouille,1619,315,115,130,1920,1080,2017-03-15T05:50:07.jpg,2017-03-15 05:50:07,1078,camera_06_unnested/2017-03-15T05:50:07.jpg
grenouille,1616,298,130,149,1920,1080,2017-03-15T05:50:08.jpg,2017-03-15 05:50:08,1078,camera_06_unnested/2017-03-15T05:50:08.jpg
grenouille,1613,295,124,149,1920,1080,2017-03-15T05:50:28.jpg,2017-03-15 05:50:28,1079,camera_06_unnested/2017-03-15T05:50:28.jpg
grenouille,1610,211,110,169,1920,1080,2017-03-15T05:50:29.jpg,2017-03-15 05:50:29,1079,camera_06_unnested/2017-03-15T05:50:29.jpg
grenouille,1596,202,132,189,1920,1080,2017-03-15T05:50:30.jpg,2017-03-15 05:50:30,1079,camera_06_unnested/2017-03-15T05:50:30.jpg
grenouille,1624,177,93,214,1920,1080,2017-03-15T05:50:31.jpg,2017-03-15 05:50:31,1079,camera_06_unnested/2017-03-15T05:50:31.jpg
grenouille,1608,137,90,127,1920,1080,2017-03-15T05:50:32.jpg,2017-03-15 05:50:32,1079,camera_06_unnested/2017-03-15T05:50:32.jpg
insect,1397,446,24,26,1920,1080,2017-04-05T00:41:57.jpg,2017-04-05 00:41:57,4153,camera_11_unnested/2017-04-05T00:41:57.jpg
feuille,1254,359,79,144,1920,1080,2017-04-05T00:41:57.jpg,2017-04-05 00:41:57,4153,camera_11_unnested/2017-04-05T00:41:57.jpg
insect,1429,493,29,22,1920,1080,2017-04-05T00:41:58.jpg,2017-04-05 00:41:58,4153,camera_11_unnested/2017-04-05T00:41:58.jpg
feuille,1258,355,75,153,1920,1080,2017-04-05T00:41:58.jpg,2017-04-05 00:41:58,4153,camera_11_unnested/2017-04-05T00:41:58.jpg
feuille,791,422,61,75,1920,1080,2017-04-05T00:41:58.jpg,2017-04-05 00:41:58,4153,camera_11_unnested/2017-04-05T00:41:58.jpg
feuille,1671,414,110,105,1920,1080,2017-04-05T00:41:58.jpg,2017-04-05 00:41:58,4153,camera_11_unnested/2017-04-05T00:41:58.jpg
insect,1465,529,24,21,1920,1080,2017-04-05T00:41:59.jpg,2017-04-05 00:41:59,4153,camera_11_unnested/2017-04-05T00:41:59.jpg
feuille,1253,351,85,151,1920,1080,2017-04-05T00:41:59.jpg,2017-04-05 00:41:59,4153,camera_11_unnested/2017-04-05T00:41:59.jpg
feuille,808,418,48,74,1920,1080,2017-04-05T00:41:59.jpg,2017-04-05 00:41:59,4153,camera_11_unnested/2017-04-05T00:41:59.jpg
feuille,1020,291,99,55,1920,1080,2017-04-05T00:41:59.jpg,2017-04-05 00:41:59,4153,camera_11_unnested/2017-04-05T00:41:59.jpg
feuille,1669,415,94,75,1920,1080,2017-04-05T00:41:59.jpg,2017-04-05 00:41:59,4153,camera_11_unnested/2017-04-05T00:41:59.jpg
feuille,794,424,65,74,1920,1080,2017-04-05T00:42:00.jpg,2017-04-05 00:42:00,4153,camera_11_unnested/2017-04-05T00:42:00.jpg
feuille,1254,358,79,142,1920,1080,2017-04-05T00:42:00.jpg,2017-04-05 00:42:00,4153,camera_11_unnested/2017-04-05T00:42:00.jpg
feuille,1673,421,79,68,1920,1080,2017-04-05T00:42:00.jpg,2017-04-05 00:42:00,4153,camera_11_unnested/2017-04-05T00:42:00.jpg
insect,1494,554,24,24,1920,1080,2017-04-05T00:42:00.jpg,2017-04-05 00:42:00,4153,camera_11_unnested/2017-04-05T00:42:00.jpg
feuille,1032,302,85,43,1920,1080,2017-04-05T00:42:00.jpg,2017-04-05 00:42:00,4153,camera_11_unnested/2017-04-05T00:42:00.jpg
feuille,791,421,65,74,1920,1080,2017-04-05T00:42:01.jpg,2017-04-05 00:42:01,4153,camera_11_unnested/2017-04-05T00:42:01.jpg
feuille,1251,358,102,145,1920,1080,2017-04-05T00:42:01.jpg,2017-04-05 00:42:01,4153,camera_11_unnested/2017-04-05T00:42:01.jpg
feuille,1679,421,68,62,1920,1080,2017-04-05T00:42:01.jpg,2017-04-05 00:42:01,4153,camera_11_unnested/2017-04-05T00:42:01.jpg
insect,1493,564,23,24,1920,1080,2017-04-05T00:42:01.jpg,2017-04-05 00:42:01,4153,camera_11_unnested/2017-04-05T00:42:01.jpg
insect,1026,288,86,55,1920,1080,2017-04-05T00:42:01.jpg,2017-04-05 00:42:01,4153,camera_11_unnested/2017-04-05T00:42:01.jpg
insect,1070,73,118,93,1920,1080,2017-04-15T03:02:20.jpg,2017-04-15 03:02:20,6040,camera_11_unnested/2017-04-15T03:02:20.jpg
insect,963,430,107,76,1920,1080,2017-04-15T03:20:51.jpg,2017-04-15 03:20:51,6042,camera_11_unnested/2017-04-15T03:20:51.jpg
